Respondent_ID,Q1_Role,Q2_OrgType,Q3_OrgSize,Q4_Region,Q5_AnnualRevenue,Q6_MarketingBudget,Q7_DataSources,Q8_AnalyticsTools,Q9_CampaignStrategies,Q10_SuccessMetrics,Q11_EIAwareness,Q12_EmotionalInsightRating,Q13_MarketingChallenges,Q14_CrisisFrequency,Q15_CampaignBackfire,Q16_FeatureInterest,Q17_PreferredChannels,Q18_RegionalLanguageImportance,Q19_PreferredOutputFormat,Q20_WhiteLabelInterest,Q21_CurrentSaaSSpend,Q22_PreferredPricingModel,Q23_BudgetBand,Q23_BudgetINR_Numeric,Q_DecisionStyle,Q_TechAdoptionProfile,Q_AITrustLevel,Q_EmotionalDataImportance,Q_BrandVsRevenuePriority,Q_BudgetAuthority,Q_StakeholderCount,Q_AdoptionTrigger,Q_InternalBarrier,Q_CurrentSentimentTool,Q_CurrentToolSatisfaction,Q_SwitchingIntent,Q_AdoptionBlockers,Q_AnalyticsReviewFrequency,Q_AnalyticsTeamSize,Q_DataDrivenDecisionPct,Q_CrisisResponseTime,Q_CrisisHistory,Q_CrisisImpactType,Q_AnnualCampaigns,Q_EmotionalROIMeasured,Q_RequiredIntegrations,Q_DataPrivacyConcern,Q_TeamDataLiteracy,Q24_AdoptionLikelihood,Q24_AdoptionLikelihood_Ordinal,Adoption_Score_Raw
RESP_0260,Founder/Co-Founder,E-commerce Platform,11-50,India-Metro,10Cr-100Cr/1.2M-12M,Under 5L/<6K,Customer Reviews|Customer Support Logs|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Brandwatch/Meltwater|Tableau/Power BI|No dedicated tool,Performance/Paid Advertising|SEO/Organic Growth|Community Building|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Slightly aware,1.0,Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|LinkedIn|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Not important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,No - not relevant,1K-10K/month,Freemium,15K-50K,35233.64,Peer recommendations,Innovator - adopt cutting-edge early,Use AI as one input among many,5.0,3.0,CMO/VP,2-3,A specific data gap,Data privacy/security,No - tried but didn't work,4.0,Very likely to switch,Awareness|ROI uncertainty,Monthly,2-5,28.7,Within a week,Yes - minor impact,Long-term brand equity damage,45.0,No - don't believe it's measurable,Zoho|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Very concerned - hard blocker,Very low - need heavy hand-holding,Neutral,3,14.11
RESP_0261,Digital Marketing Specialist,Enterprise/MNC,2-10,India-Metro,Under 50L/<60K,25L-1Cr/30K-120K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite,Performance/Paid Advertising,ROI/Revenue Generated|Engagement Rate|Conversion Rate|NPS,Not aware at all,0.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time,Occasionally,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Twitter/X|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,10K-50K/month,Usage-based,50K-2L,123349.72,Peer recommendations,Early Adopter - adopt after seeing competitor success,Use AI as one input among many,2.0,2.0,Procurement committee,4-6,A specific data gap,Price/ROI justification,No - not a priority,3.0,Have long-term contracts,Awareness|No internal champion|ROI uncertainty,Weekly,2-5,54.0,Within a week,Yes - major business impact,Revenue loss,114.0,Yes - informally,Zoho|Google Data Studio/Looker|Meta Ads Manager,Mildly concerned,Low - struggle with complex tools,Neutral,3,16.37
RESP_0262,Other,SaaS/Tech Startup,1000+,North America,Under 50L/<60K,25L-1Cr/30K-120K,Social Media|Customer Reviews|Website/App Analytics|Ad Performance Data,HubSpot,Content Marketing,Engagement Rate|Conversion Rate|NPS,Somewhat aware,4.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Personalising messaging at scale,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Twitter/X|Google/App Store Reviews|Customer Support Chat/Email|WhatsApp Business,Not important,Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,10K-50K/month,Annual subscription,Under 5K,3958.09,Data/case studies,Late Majority - wait for industry standard,Skeptical but open,5.0,5.0,CEO/Founder,1 (just me),A specific data gap,Integration complexity,No - not a priority,3.0,Likely,Cost|Complexity|ROI uncertainty,Weekly,1,31.0,Within hours,No - never,Revenue loss,44.0,Yes - informally,Zoho|Meta Ads Manager,Not concerned at all,Very high - data-first culture,Unlikely,2,10.11
RESP_0263,Founder/Co-Founder,SME,11-50,India-Metro,10Cr-100Cr/1.2M-12M,25L-1Cr/30K-120K,Social Media|Website/App Analytics|Ad Performance Data|None,Google Analytics/Looker Studio|HubSpot|Salesforce|Brandwatch/Meltwater|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth,Reach/Impressions|Engagement Rate|NPS,Slightly aware,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Personalising messaging at scale|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,10K-50K/month,Freemium,50K-2L,121616.43,Data/case studies,Early Majority - adopt proven solutions,Trust AI insights and act on them,3.0,4.0,I have full authority,2-3,A specific data gap,Lack of leadership buy-in,Yes - Brandwatch,4.0,Likely,Complexity,Weekly,15+,10.3,Within a month,No - never,Revenue loss|Employee morale damage|We didn't measure it,36.0,Yes - informally,Salesforce|Standalone is fine,Very concerned - hard blocker,High - most are comfortable,Neutral,3,14.0
RESP_0264,Brand Manager,Marketing/Creative Agency,11-50,Other,Under 50L/<60K,Above 5Cr/600K+,Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Salesforce|Sprout Social/Hootsuite|Brandwatch/Meltwater,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|Community Building,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|CSAT,Very aware - already use tools,4.0,Identifying at-risk customers before churn,Never - we have proactive monitoring,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,YouTube Comments|LinkedIn|Customer Support Chat/Email,Not important,Real-time dashboard with visual charts|CRM/Marketing tool integration,Possibly - depends on pricing,50K-2L/month,Annual subscription,15K-50K,33851.24,C-suite mandate,Late Majority - wait for industry standard,Skeptical but open,5.0,3.0,IT/Finance,2-3,A competitor doing better,Lack of leadership buy-in,No - not a priority,1.0,Have long-term contracts,Cost|Data privacy concerns|No internal champion|ROI uncertainty,Monthly,1,44.9,Within 24 hours,Yes - major business impact,Revenue loss|Significant customer churn,25.0,No - don't believe it's measurable,Meta Ads Manager,Very concerned - hard blocker,High - most are comfortable,Neutral,3,12.99
RESP_0265,Data Analyst/Marketing Analyst,SaaS/Tech Startup,51-200,North America,10Cr-100Cr/1.2M-12M,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Customer Support Logs|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Salesforce|Tableau/Power BI|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Slightly aware,3.0,Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Managing brand crisis quickly,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Predictive Mood & Crisis Alerts,Instagram/Facebook|Twitter/X|YouTube Comments|Amazon/Ecommerce Reviews,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations,N/A - not an agency,50K-2L/month,Monthly subscription,5K-15K,10445.49,Data/case studies,Early Majority - adopt proven solutions,Trust AI insights and act on them,4.0,4.0,CMO/VP,7+ with formal procurement,A competitor doing better,Data privacy/security,Yes - other tool,4.0,N/A - no current tool,Data privacy concerns|No internal champion,Monthly,2-5,49.3,Within a week,Yes - major business impact,Long-term brand equity damage,45.0,No - don't believe it's measurable,Zoho|Meta Ads Manager,Very concerned - hard blocker,Moderate - mixed team,Likely,4,18.34
RESP_0266,Digital Marketing Specialist,SaaS/Tech Startup,11-50,Southeast Asia,Under 50L/<60K,Under 5L/<6K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate|Customer Sentiment|Conversion Rate,Somewhat aware,2.0,Understanding WHY customers feel the way they do|Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership,Very frequently,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Twitter/X|YouTube Comments|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Not important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations,Possibly - depends on pricing,Zero - no tools,Usage-based,15K-50K,33636.94,C-suite mandate,Late Majority - wait for industry standard,Use AI as one input among many,4.0,4.0,CMO/VP,2-3,A leadership directive,Integration complexity,No - didn't know such tools existed,,Likely,Awareness|Data privacy concerns|No internal champion|Already have a solution,Rarely/Never,1,44.1,Within a week,Yes - major business impact,Revenue loss|We didn't measure it,46.0,No - but would like to,Salesforce|Zoho|Slack|Google Data Studio/Looker|Meta Ads Manager,Somewhat concerned,High - most are comfortable,Likely,4,19.94
RESP_0267,Digital Marketing Specialist,SaaS/Tech Startup,51-200,Other,2Cr-10Cr/240K-1.2M,25L-1Cr/30K-120K,Social Media|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio,Content Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|CSAT,Very aware - already use tools,5.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Measuring brand reputation in real time,Occasionally,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Not important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations,N/A - not an agency,50K-2L/month,Per-brand/per-seat,5K-15K,9107.67,C-suite mandate,Early Majority - adopt proven solutions,Skeptical but open,5.0,1.0,Procurement committee,1 (just me),A campaign failure,Price/ROI justification,No - didn't know such tools existed,0.0,Have long-term contracts,ROI uncertainty,Monthly,1,52.0,Within hours,No - but came close,Share price/valuation impact|Long-term brand equity damage,90.0,No - don't believe it's measurable,Meta Ads Manager|Shopify,Mildly concerned,Low - struggle with complex tools,Neutral,3,14.31
RESP_0268,Digital Marketing Specialist,SaaS/Tech Startup,2-10,India-Metro,50L-2Cr/60K-240K,5L-25L/6K-30K,Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics,Google Analytics/Looker Studio,Influencer/Creator Marketing|Email/WhatsApp Marketing,ROI/Revenue Generated|Reach/Impressions,Somewhat aware,1.0,Understanding WHY customers feel the way they do|Measuring brand reputation in real time|Personalising messaging at scale|Managing brand crisis quickly,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Raw data export (CSV/API),Possibly - depends on pricing,10K-50K/month,Freemium,50K-2L,131252.21,Data/case studies,Innovator - adopt cutting-edge early,Don't trust AI recommendations,4.0,4.0,CEO/Founder,4-6,A leadership directive,Price/ROI justification,Yes - Sprout Social,4.0,N/A - no current tool,Cost|Complexity|ROI uncertainty,Rarely/Never,2-5,31.7,Within hours,Yes - major business impact,Significant customer churn|Employee morale damage|Long-term brand equity damage|We didn't measure it,78.0,No - but would like to,Slack|Standalone is fine,Not concerned at all,Moderate - mixed team,Neutral,3,12.26
RESP_0269,Marketing Manager,FMCG/CPG,201-1000,India-Tier2/3,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|CRM Data|Ad Performance Data,Google Analytics/Looker Studio,Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|Community Building|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Conversion Rate,Slightly aware,6.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Managing brand crisis quickly,Occasionally,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|Customer Support Chat/Email|Survey/Form Responses,Somewhat important,Weekly/Monthly automated reports,,1K-10K/month,Annual subscription,5K-15K,7296.1,Trial/testing,Innovator - adopt cutting-edge early,Skeptical but open,3.0,4.0,CMO/VP,4-6,A specific data gap,Price/ROI justification,No - didn't know such tools existed,3.0,Very likely to switch,Cost,Weekly,6-15,50.9,Within 24 hours,No - never,Significant customer churn|Employee morale damage,15.0,Yes - informally,HubSpot|Slack|Google Data Studio/Looker|Meta Ads Manager,Not concerned at all,Very high - data-first culture,Neutral,3,14.07
RESP_0270,Marketing Manager,Marketing/Creative Agency,1000+,Middle East,10Cr-100Cr/1.2M-12M,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Tableau/Power BI,Content Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate|Customer Sentiment,Very aware - already use tools,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Justifying marketing spend to leadership|Managing brand crisis quickly,Never - we have proactive monitoring,Not sure - didn't track,Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,10K-50K/month,Monthly subscription,50K-2L,127914.66,Data/case studies,Late Majority - wait for industry standard,Use AI as one input among many,3.0,2.0,I have full authority,4-6,A campaign failure,No significant barriers,No - couldn't afford,0.0,Unlikely,Cost|Data privacy concerns|ROI uncertainty,Weekly,15+,16.2,Within a month,No - but came close,Revenue loss|Significant customer churn|Long-term brand equity damage|We didn't measure it,1.0,Yes - informally,Salesforce|Meta Ads Manager,Mildly concerned,High - most are comfortable,Neutral,3,13.16
RESP_0271,Data Analyst/Marketing Analyst,D2C Brand,51-200,India-Tier2/3,50L-2Cr/60K-240K,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Ad Performance Data|None,HubSpot|Brandwatch/Meltwater,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Not aware at all,3.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Rarely,Yes - but minor impact,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,LinkedIn|Google/App Store Reviews|WhatsApp Business,Not important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,Yes - definitely interested,10K-50K/month,Freemium,5K-15K,6904.91,C-suite mandate,Early Majority - adopt proven solutions,Don't trust AI recommendations,2.0,5.0,IT/Finance,4-6,A campaign failure,Team adoption resistance,No - didn't know such tools existed,3.0,Very likely to switch,Cost,Weekly,0 (no one dedicated),74.0,Within 24 hours,No - never,Significant customer churn|Long-term brand equity damage,80.0,Yes - informally,Zoho|Meta Ads Manager,Somewhat concerned,Moderate - mixed team,Unlikely,2,10.5
